#                ech   decider                 unit/bus PROD/LOAD                  ts  scenario    inject_value     power_value       load_shed    power_capped    DP_firmness  ON/OFF   DMO_firmness
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:15:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T10:45:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:00:00        S1  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:00:00        S2  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:00:00        S3  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:15:00        S1  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:15:00        S2  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:15:00        S3  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:30:00        S1  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:30:00        S2  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:30:00        S3  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:45:00        S1  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:45:00        S2  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_1      PROD 2015-01-01T11:45:00        S3  2.00000000E+01  8.00000000E+01  0.00000000E+00  3.00000000E+01           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:00:00        S1  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:00:00        S2  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:00:00        S3  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:15:00        S1  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:15:00        S2  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:15:00        S3  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:30:00        S1  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:30:00        S2  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:30:00        S3  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:45:00        S1  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:45:00        S2  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                    ENR_2      PROD 2015-01-01T11:45:00        S3  4.00000000E+01  4.00000000E+01  0.00000000E+00  0.00000000E+00           FREE       X              X
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:00:00        S1  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:00:00        S2  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:00:00        S3  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:15:00        S1  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:15:00        S2  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:15:00        S3  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:30:00        S1  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:30:00        S2  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:30:00        S3  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:45:00        S1  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:45:00        S2  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                       TH      PROD 2015-01-01T11:45:00        S3  9.00000000E+01  9.00000000E+01  0.00000000E+00  0.00000000E+00           FIRM      ON           FIRM
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:00:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:00:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:15:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:15:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:30:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:30:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:45:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_1    LOAD 2015-01-01T11:45:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:00:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:00:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:15:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:15:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:30:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:30:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:45:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_2    LOAD 2015-01-01T11:45:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:00:00        S1  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:00:00        S2  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:00:00        S3  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:15:00        S1  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:15:00        S2  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:15:00        S3  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:30:00        S1  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:30:00        S2  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:30:00        S3  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:45:00        S1  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:45:00        S2  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_3    LOAD 2015-01-01T11:45:00        S3  1.80000000E+02  1.80000000E+02  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:00:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:00:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:00:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:15:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:15:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:15:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:30:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S1  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S2  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
 2015-01-01T11:00:00  market                    bus_4    LOAD 2015-01-01T11:45:00        S3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00       X     X       X
