#Tap changer table (blocaux_20200925_1445_reduite/InitialState)
#"variant" "num" "tap" "var ratio" "x (pu)" "angle (rad)" "fault" "curative"
1 229 3 0.913000 -0.00560942 0.00000 0 0
1 230 1 1.00000 0.0337258 0.00000 0 0
1 231 1 1.00000 0.0329640 0.00000 0 0
1 232 1 1.69000 0.0404432 0.00000 0 0
1 232 2 1.62000 0.0404432 0.00000 0 0
1 232 3 1.54900 0.0404432 0.00000 0 0
1 233 1 1.00000 -0.00470914 0.00000 0 0
1 233 2 0.959000 -0.00470914 0.00000 0 0
1 233 3 0.917000 -0.00470914 0.00000 0 0
1 234 1 1.00000 0.0296399 0.00000 0 0
1 235 1 1.04200 -0.00734072 0.00000 0 0
1 235 2 0.997000 -0.00734072 0.00000 0 0
1 235 3 0.953000 -0.00734072 0.00000 0 0
1 236 1 1.04200 -0.00138504 0.00000 0 0
1 236 2 0.997000 -0.00138504 0.00000 0 0
1 236 3 0.953000 -0.00138504 0.00000 0 0
1 237 1 1.00000 0.0248615 0.00000 0 0
1 237 2 0.959000 0.0248615 0.00000 0 0
1 237 3 0.917000 0.0248615 0.00000 0 0
1 238 1 1.00000 0.0314404 0.00000 0 0
1 239 1 1.00000 0.0221607 0.00000 0 0
1 240 1 1.00600 -0.00519390 0.00000 0 0
1 240 2 0.959000 -0.00519390 0.00000 0 0
1 241 1 1.00600 0.0434211 0.00000 0 0
1 241 2 0.959000 0.0434211 0.00000 0 0
1 242 1 1.00000 0.0474377 0.00000 0 0
1 243 1 1.00000 0.0247922 0.00000 0 0
1 243 2 0.959000 0.0247922 0.00000 0 0
1 243 3 0.917000 0.0247922 0.00000 0 0
1 244 1 1.00000 -0.00630194 0.00000 0 0
1 244 2 0.959000 -0.00630194 0.00000 0 0
1 244 3 0.917000 -0.00630194 0.00000 0 0
1 245 1 1.00000 0.0313019 0.00000 0 0
1 246 1 1.00066 0.0484765 0.00000 0 0
1 246 2 0.957450 0.0484765 0.00000 0 0
1 247 1 1.00066 0.0427285 0.00000 0 0
1 247 2 0.957450 0.0427285 0.00000 0 0
1 248 1 1.00066 0.0272161 0.00000 0 0
1 248 2 0.957240 0.0272161 0.00000 0 0
1 248 3 0.917760 0.0272161 0.00000 0 0
1 249 1 1.00066 0.0270083 0.00000 0 0
1 249 2 0.957240 0.0270083 0.00000 0 0
1 249 3 0.917760 0.0270083 0.00000 0 0
1 250 1 1.00066 0.0270083 0.00000 0 0
1 250 2 0.957240 0.0270083 0.00000 0 0
1 250 3 0.917760 0.0270083 0.00000 0 0
1 251 1 1.00400 0.0424515 0.00000 0 0
1 251 2 0.956000 0.0424515 0.00000 0 0
1 252 1 1.00066 0.0268006 0.00000 0 0
1 252 2 0.957240 0.0268006 0.00000 0 0
1 252 3 0.917760 0.0268006 0.00000 0 0
1 253 1 1.00066 0.0269391 0.00000 0 0
1 253 2 0.957240 0.0269391 0.00000 0 0
1 253 3 0.917760 0.0269391 0.00000 0 0
1 254 1 1.00000 0.0172637 -0.293215 0 0
1 254 2 1.00000 0.0168292 -0.274889 0 0
1 254 3 1.00000 0.0164539 -0.256563 0 0
1 254 4 1.00000 0.0160786 -0.238237 0 0
1 254 5 1.00000 0.0157626 -0.219911 0 0
1 254 6 1.00000 0.0154268 -0.201586 0 0
1 254 7 1.00000 0.0151700 -0.183260 0 0
1 254 8 1.00000 0.0148934 -0.164934 0 0
1 254 9 1.00000 0.0146762 -0.146608 0 0
1 254 10 1.00000 0.0144391 -0.128282 0 0
1 254 11 1.00000 0.0142614 -0.109956 0 0
1 254 12 1.00000 0.0140836 -0.0916298 0 0
1 254 13 1.00000 0.0139651 -0.0733038 0 0
1 254 14 1.00000 0.0138466 -0.0549779 0 0
1 254 15 1.00000 0.0137675 -0.0366519 0 0
1 254 16 1.00000 0.0137083 -0.0183260 0 0
1 254 17 1.00000 0.0136885 0.00000 0 0
1 254 18 1.00000 0.0137083 0.0183260 0 0
1 254 19 1.00000 0.0137478 0.0366519 0 0
1 254 20 1.00000 0.0138466 0.0549779 0 0
1 254 21 1.00000 0.0139651 0.0733038 0 0
1 254 22 1.00000 0.0141231 0.0916298 0 0
1 254 23 1.00000 0.0142811 0.109956 0 0
1 254 24 1.00000 0.0144786 0.128282 0 0
1 254 25 1.00000 0.0146762 0.146608 0 0
1 254 26 1.00000 0.0149329 0.164934 0 0
1 254 27 1.00000 0.0151897 0.183260 0 0
1 254 28 1.00000 0.0154860 0.201586 0 0
1 254 29 1.00000 0.0157823 0.219911 0 0
1 254 30 1.00000 0.0161378 0.238237 0 0
1 254 31 1.00000 0.0164736 0.256563 0 0
1 254 32 1.00000 0.0168884 0.274889 0 0
1 254 33 1.00000 0.0172637 0.293215 0 0
1 255 1 1.04110 0.0491759 0.00000 0 0
1 255 2 0.999180 0.0491759 0.00000 0 0
1 255 3 0.999180 0.0491759 0.00000 0 0
1 256 1 1.04211 0.0487188 0.00000 0 0
1 256 2 0.999180 0.0487188 0.00000 0 0
1 256 3 0.959210 0.0487188 0.00000 0 0
1 257 1 1.04092 0.0487950 0.00000 0 0
1 257 2 0.999180 0.0487950 0.00000 0 0
1 257 3 0.957430 0.0487950 0.00000 0 0
1 258 1 1.11200 0.120296 0.00000 0 0
1 258 2 1.09998 0.120296 0.00000 0 0
1 258 3 1.08796 0.120296 0.00000 0 0
1 258 4 1.07594 0.120296 0.00000 0 0
1 258 5 1.06391 0.120296 0.00000 0 0
1 258 6 1.05189 0.120296 0.00000 0 0
1 258 7 1.03987 0.120296 0.00000 0 0
1 258 8 1.02785 0.120296 0.00000 0 0
1 258 9 1.01583 0.120296 0.00000 0 0
1 258 10 1.00381 0.120296 0.00000 0 0
1 258 11 0.991780 0.120296 0.00000 0 0
1 258 12 0.979760 0.120296 0.00000 0 0
1 258 13 0.967740 0.120296 0.00000 0 0
1 258 14 0.955760 0.120296 0.00000 0 0
1 258 15 0.943780 0.120296 0.00000 0 0
1 258 16 0.931810 0.120296 0.00000 0 0
1 258 17 0.919830 0.120296 0.00000 0 0
1 258 18 0.907850 0.120296 0.00000 0 0
1 258 19 0.895870 0.120296 0.00000 0 0
1 258 20 0.883890 0.120296 0.00000 0 0
1 258 21 0.871910 0.120296 0.00000 0 0
1 258 22 0.859940 0.120296 0.00000 0 0
1 258 23 0.847960 0.120296 0.00000 0 0
1 258 24 0.835980 0.120296 0.00000 0 0
1 258 25 0.824000 0.120296 0.00000 0 0
1 259 1 1.11200 0.117333 0.00000 0 0
1 259 2 1.09998 0.117333 0.00000 0 0
1 259 3 1.08796 0.117333 0.00000 0 0
1 259 4 1.07594 0.117333 0.00000 0 0
1 259 5 1.06391 0.117333 0.00000 0 0
1 259 6 1.05189 0.117333 0.00000 0 0
1 259 7 1.03987 0.117333 0.00000 0 0
1 259 8 1.02785 0.117333 0.00000 0 0
1 259 9 1.01583 0.117333 0.00000 0 0
1 259 10 1.00381 0.117333 0.00000 0 0
1 259 11 0.991780 0.117333 0.00000 0 0
1 259 12 0.979760 0.117333 0.00000 0 0
1 259 13 0.967740 0.117333 0.00000 0 0
1 259 14 0.955760 0.117333 0.00000 0 0
1 259 15 0.943780 0.117333 0.00000 0 0
1 259 16 0.931810 0.117333 0.00000 0 0
1 259 17 0.919830 0.117333 0.00000 0 0
1 259 18 0.907850 0.117333 0.00000 0 0
1 259 19 0.895870 0.117333 0.00000 0 0
1 259 20 0.883890 0.117333 0.00000 0 0
1 259 21 0.871910 0.117333 0.00000 0 0
1 259 22 0.859940 0.117333 0.00000 0 0
1 259 23 0.847960 0.117333 0.00000 0 0
1 259 24 0.835980 0.117333 0.00000 0 0
1 259 25 0.824000 0.117333 0.00000 0 0
1 260 1 1.11600 0.120810 0.00000 0 0
1 260 2 1.10365 0.120810 0.00000 0 0
1 260 3 1.09129 0.120810 0.00000 0 0
1 260 4 1.07894 0.120810 0.00000 0 0
1 260 5 1.06658 0.120810 0.00000 0 0
1 260 6 1.05423 0.120810 0.00000 0 0
1 260 7 1.04187 0.120810 0.00000 0 0
1 260 8 1.02952 0.120810 0.00000 0 0
1 260 9 1.01716 0.120810 0.00000 0 0
1 260 10 1.00481 0.120810 0.00000 0 0
1 260 11 0.992450 0.120810 0.00000 0 0
1 260 12 0.980100 0.120810 0.00000 0 0
1 260 13 0.967740 0.120810 0.00000 0 0
1 260 14 0.955560 0.120810 0.00000 0 0
1 260 15 0.943380 0.120810 0.00000 0 0
1 260 16 0.931210 0.120810 0.00000 0 0
1 260 17 0.919030 0.120810 0.00000 0 0
1 260 18 0.906850 0.120810 0.00000 0 0
1 260 19 0.894670 0.120810 0.00000 0 0
1 260 20 0.882490 0.120810 0.00000 0 0
1 260 21 0.870310 0.120810 0.00000 0 0
1 260 22 0.858140 0.120810 0.00000 0 0
1 260 23 0.845960 0.120810 0.00000 0 0
1 260 24 0.833780 0.120810 0.00000 0 0
1 260 25 0.821600 0.120810 0.00000 0 0
1 261 1 1.00066 0.0273546 0.00000 0 0
1 261 2 0.957240 0.0273546 0.00000 0 0
1 261 3 0.917760 0.0273546 0.00000 0 0
1 262 1 1.00066 0.0272853 0.00000 0 0
1 262 2 0.957240 0.0272853 0.00000 0 0
1 262 3 0.917760 0.0272853 0.00000 0 0
1 263 1 1.00000 0.00397034 -0.217468 0 0
1 263 2 1.00000 0.00373330 -0.204727 0 0
1 263 3 1.00000 0.00353577 -0.191288 0 0
1 263 4 1.00000 0.00339750 -0.177500 0 0
1 263 5 1.00000 0.00327898 -0.163886 0 0
1 263 6 1.00000 0.00319997 -0.150273 0 0
1 263 7 1.00000 0.00316047 -0.136659 0 0
1 263 8 1.00000 0.00316047 -0.123046 0 0
1 263 9 1.00000 0.00318022 -0.109432 0 0
1 263 10 1.00000 0.00302220 -0.0956440 0 0
1 263 11 1.00000 0.00288393 -0.0818559 0 0
1 263 12 1.00000 0.00276541 -0.0684169 0 0
1 263 13 1.00000 0.00262714 -0.0546288 0 0
1 263 14 1.00000 0.00252837 -0.0408407 0 0
1 263 15 1.00000 0.00244936 -0.0270526 0 0
1 263 16 1.00000 0.00239010 -0.0132645 0 0
1 263 17 1.00000 0.00237035 -0.000174533 0 0
1 263 18 1.00000 0.00239010 0.0130900 0 0
1 263 19 1.00000 0.00246911 0.0272271 0 0
1 263 20 1.00000 0.00256788 0.0404916 0 0
1 263 21 1.00000 0.00270615 0.0544543 0 0
1 263 22 1.00000 0.00288393 0.0682424 0 0
1 263 23 1.00000 0.00306170 0.0818559 0 0
1 263 24 1.00000 0.00327898 0.0954695 0 0
1 263 25 1.00000 0.00347651 0.109258 0 0
1 263 26 1.00000 0.00345676 0.122871 0 0
1 263 27 1.00000 0.00345676 0.136310 0 0
1 263 28 1.00000 0.00345676 0.149924 0 0
1 263 29 1.00000 0.00349627 0.163363 0 0
1 263 30 1.00000 0.00357528 0.176976 0 0
1 263 31 1.00000 0.00367404 0.190764 0 0
1 263 32 1.00000 0.00379256 0.204378 0 0
1 263 33 1.00000 0.00395058 0.217817 0 0
1 264 1 0.995000 0.0243075 0.00000 0 0
1 264 2 0.952000 0.0243075 0.00000 0 0
1 264 3 0.910000 0.0243075 0.00000 0 0
1 265 1 0.995000 0.0243075 0.00000 0 0
1 265 2 0.952000 0.0243075 0.00000 0 0
1 265 3 0.910000 0.0243075 0.00000 0 0
1 266 1 0.999300 0.0486150 0.00000 0 0
1 266 2 0.957450 0.0486150 0.00000 0 0
1 267 1 1.00000 0.0149412 -0.413067 0 0
1 267 2 1.00000 0.0143235 -0.389331 0 0
1 267 3 1.00000 0.0137830 -0.366083 0 0
1 267 4 1.00000 0.0132811 -0.340863 0 0
1 267 5 1.00000 0.0128564 -0.318121 0 0
1 267 6 1.00000 0.0124703 -0.292971 0 0
1 267 7 1.00000 0.0118526 -0.270317 0 0
1 267 8 1.00000 0.0113121 -0.246423 0 0
1 267 9 1.00000 0.0108102 -0.221500 0 0
1 267 10 1.00000 0.0103855 -0.196908 0 0
1 267 11 1.00000 0.0100187 -0.172421 0 0
1 267 12 1.00000 0.00970987 -0.147602 0 0
1 267 13 1.00000 0.00936240 -0.122941 0 0
1 267 14 1.00000 0.00907284 -0.0983668 0 0
1 267 15 1.00000 0.00886050 -0.0736529 0 0
1 267 16 1.00000 0.00866746 -0.0493579 0 0
1 267 17 1.00000 0.00857094 -0.0245742 0 0
1 267 18 1.00000 0.00857094 0.00000 0 0
1 267 19 1.00000 0.00857094 0.0242426 0 0
1 267 20 1.00000 0.00868676 0.0491485 0 0
1 267 21 1.00000 0.00886050 0.0741765 0 0
1 267 22 1.00000 0.00909214 0.0986460 0 0
1 267 23 1.00000 0.00936240 0.123273 0 0
1 267 24 1.00000 0.00972917 0.147707 0 0
1 267 25 1.00000 0.0100380 0.172421 0 0
1 267 26 1.00000 0.0104241 0.196891 0 0
1 267 27 1.00000 0.0108488 0.219667 0 0
1 267 28 1.00000 0.0113507 0.245271 0 0
1 267 29 1.00000 0.0118912 0.269688 0 0
1 267 30 1.00000 0.0124896 0.294140 0 0
1 267 31 1.00000 0.0128757 0.317947 0 0
1 267 32 1.00000 0.0133197 0.342050 0 0
1 267 33 1.00000 0.0138023 0.366641 0 0
1 267 34 1.00000 0.0143621 0.390413 0 0
1 267 35 1.00000 0.0149605 0.414725 0 0
1 268 1 1.11280 0.119704 0.00000 0 0
1 268 2 1.10071 0.119704 0.00000 0 0
1 268 3 1.08862 0.119704 0.00000 0 0
1 268 4 1.07654 0.119704 0.00000 0 0
1 268 5 1.06445 0.119704 0.00000 0 0
1 268 6 1.05236 0.119704 0.00000 0 0
1 268 7 1.04027 0.119704 0.00000 0 0
1 268 8 1.02818 0.119704 0.00000 0 0
1 268 9 1.01609 0.119704 0.00000 0 0
1 268 10 1.00401 0.119704 0.00000 0 0
1 268 11 0.991920 0.119704 0.00000 0 0
1 268 12 0.979830 0.119704 0.00000 0 0
1 268 13 0.967740 0.119704 0.00000 0 0
1 268 14 0.955630 0.119704 0.00000 0 0
1 268 15 0.943520 0.119704 0.00000 0 0
1 268 16 0.931410 0.119704 0.00000 0 0
1 268 17 0.919290 0.119704 0.00000 0 0
1 268 18 0.907180 0.119704 0.00000 0 0
1 268 19 0.895070 0.119704 0.00000 0 0
1 268 20 0.882960 0.119704 0.00000 0 0
1 268 21 0.870850 0.119704 0.00000 0 0
1 268 22 0.858740 0.119704 0.00000 0 0
1 268 23 0.846620 0.119704 0.00000 0 0
1 268 24 0.834510 0.119704 0.00000 0 0
1 268 25 0.822400 0.119704 0.00000 0 0
1 269 1 1.10800 0.115951 0.00000 0 0
1 269 2 1.09588 0.115951 0.00000 0 0
1 269 3 1.08376 0.115951 0.00000 0 0
1 269 4 1.07164 0.115951 0.00000 0 0
1 269 5 1.05952 0.115951 0.00000 0 0
1 269 6 1.04740 0.115951 0.00000 0 0
1 269 7 1.03528 0.115951 0.00000 0 0
1 269 8 1.02316 0.115951 0.00000 0 0
1 269 9 1.01104 0.115951 0.00000 0 0
1 269 10 0.998930 0.115951 0.00000 0 0
1 269 11 0.986810 0.115951 0.00000 0 0
1 269 12 0.974690 0.115951 0.00000 0 0
1 269 13 0.962570 0.115951 0.00000 0 0
1 269 14 0.950690 0.115951 0.00000 0 0
1 269 15 0.938810 0.115951 0.00000 0 0
1 269 16 0.926930 0.115951 0.00000 0 0
1 269 17 0.915040 0.115951 0.00000 0 0
1 269 18 0.903160 0.115951 0.00000 0 0
1 269 19 0.891280 0.115951 0.00000 0 0
1 269 20 0.879400 0.115951 0.00000 0 0
1 269 21 0.867520 0.115951 0.00000 0 0
1 269 22 0.855640 0.115951 0.00000 0 0
1 269 23 0.843760 0.115951 0.00000 0 0
1 269 24 0.831880 0.115951 0.00000 0 0
1 269 25 0.820000 0.115951 0.00000 0 0
1 270 1 1.00000 0.0277285 0.00000 0 0
1 270 2 0.956000 0.0277285 0.00000 0 0
1 270 3 0.913000 0.0277285 0.00000 0 0
1 271 1 1.00066 0.0273546 0.00000 0 0
1 271 2 0.957240 0.0273546 0.00000 0 0
1 271 3 0.917760 0.0273546 0.00000 0 0
1 272 1 1.00066 0.0275623 0.00000 0 0
1 272 2 0.957240 0.0275623 0.00000 0 0
1 272 3 0.917760 0.0275623 0.00000 0 0
1 273 1 1.00000 0.0560942 0.00000 0 0
1 273 2 0.956000 0.0560942 0.00000 0 0
1 273 3 0.911000 0.0560942 0.00000 0 0
1 274 1 1.00000 0.0268006 0.00000 0 0
1 274 2 0.956000 0.0268006 0.00000 0 0
1 274 3 0.913000 0.0268006 0.00000 0 0
1 275 1 1.00000 0.0265928 0.00000 0 0
1 275 2 0.956000 0.0265928 0.00000 0 0
1 275 3 0.913000 0.0265928 0.00000 0 0
1 276 1 1.00000 0.0270776 0.00000 0 0
1 276 2 0.956000 0.0270776 0.00000 0 0
1 276 3 0.913000 0.0270776 0.00000 0 0
1 277 1 1.00100 0.0273546 0.00000 0 0
1 277 2 0.958000 0.0273546 0.00000 0 0
1 277 3 0.914000 0.0273546 0.00000 0 0
1 278 1 1.00400 0.0423130 0.00000 0 0
1 278 2 0.956000 0.0423130 0.00000 0 0
1 279 1 1.00400 0.0430748 0.00000 0 0
1 279 2 0.956000 0.0430748 0.00000 0 0
1 280 1 1.00066 0.0272853 0.00000 0 0
1 280 2 0.957240 0.0272853 0.00000 0 0
1 280 3 0.917760 0.0272853 0.00000 0 0
1 281 1 1.00066 0.0274931 0.00000 0 0
1 281 2 0.957240 0.0274931 0.00000 0 0
1 281 3 0.917760 0.0274931 0.00000 0 0
1 282 1 1.00066 0.0267313 0.00000 0 0
1 282 2 0.957240 0.0267313 0.00000 0 0
1 282 3 0.917760 0.0267313 0.00000 0 0
1 283 1 1.00066 0.0274238 0.00000 0 0
1 283 2 0.957240 0.0274238 0.00000 0 0
1 283 3 0.917760 0.0274238 0.00000 0 0
1 284 1 1.00000 0.0158205 -0.191812 0 0
1 284 2 1.00000 0.0147934 -0.179943 0 0
1 284 3 1.00000 0.0138256 -0.167726 0 0
1 284 4 1.00000 0.0129566 -0.156382 0 0
1 284 5 1.00000 0.0121271 -0.143990 0 0
1 284 6 1.00000 0.0114160 -0.133867 0 0
1 284 7 1.00000 0.0107445 -0.120428 0 0
1 284 8 1.00000 0.0101717 -0.110130 0 0
1 284 9 1.00000 0.00965819 -0.0993092 0 0
1 284 10 1.00000 0.00928292 -0.0820305 0 0
1 284 11 1.00000 0.00888791 -0.0706858 0 0
1 284 12 1.00000 0.00861139 -0.0586431 0 0
1 284 13 1.00000 0.00835463 -0.0466003 0 0
1 284 14 1.00000 0.00815712 -0.0338594 0 0
1 284 15 1.00000 0.00801886 -0.0228638 0 0
1 284 16 1.00000 0.00793986 -0.0115192 0 0
1 284 17 1.00000 0.00790036 0.000872665 0 0
1 284 18 1.00000 0.00795961 0.0120428 0 0
1 284 19 1.00000 0.00807812 0.0233874 0 0
1 284 20 1.00000 0.00827563 0.0349066 0 0
1 284 21 1.00000 0.00855214 0.0469494 0 0
1 284 22 1.00000 0.00888791 0.0588176 0 0
1 284 23 1.00000 0.00932243 0.0708604 0 0
1 284 24 1.00000 0.00981620 0.0806342 0 0
1 284 25 1.00000 0.0104087 0.0921534 0 0
1 284 26 1.00000 0.0108630 0.105418 0 0
1 284 27 1.00000 0.0114358 0.117635 0 0
1 284 28 1.00000 0.0119888 0.131074 0 0
1 284 29 1.00000 0.0126998 0.143990 0 0
1 284 30 1.00000 0.0133319 0.154462 0 0
1 284 31 1.00000 0.0141416 0.168250 0 0
1 284 32 1.00000 0.0148922 0.180293 0 0
1 284 33 1.00000 0.0158007 0.193382 0 0
1 285 1 1.00000 0.00754063 -0.173660 0 0
1 285 2 1.00000 0.00728630 -0.162490 0 0
1 285 3 1.00000 0.00703196 -0.152018 0 0
1 285 4 1.00000 0.00677763 -0.140848 0 0
1 285 5 1.00000 0.00655767 -0.130202 0 0
1 285 6 1.00000 0.00636520 -0.119381 0 0
1 285 7 1.00000 0.00616586 -0.108385 0 0
1 285 8 1.00000 0.00597339 -0.0977384 0 0
1 285 9 1.00000 0.00581529 -0.0867429 0 0
1 285 10 1.00000 0.00561595 -0.0760964 0 0
1 285 11 1.00000 0.00543723 -0.0651008 0 0
1 285 12 1.00000 0.00524476 -0.0544543 0 0
1 285 13 1.00000 0.00516227 -0.0434587 0 0
1 285 14 1.00000 0.00506604 -0.0324631 0 0
1 285 15 1.00000 0.00499043 -0.0216421 0 0
1 285 16 1.00000 0.00488732 -0.0108210 0 0
1 285 17 1.00000 0.00487357 0.000349066 0 0
1 285 18 1.00000 0.00488732 0.0108210 0 0
1 285 19 1.00000 0.00492856 0.0218166 0 0
1 285 20 1.00000 0.00499043 0.0326377 0 0
1 285 21 1.00000 0.00502480 0.0434587 0 0
1 285 22 1.00000 0.00510728 0.0544543 0 0
1 285 23 1.00000 0.00518289 0.0652753 0 0
1 285 24 1.00000 0.00529975 0.0760964 0 0
1 285 25 1.00000 0.00542348 0.0869174 0 0
1 285 26 1.00000 0.00559533 0.0979130 0 0
1 285 27 1.00000 0.00581529 0.108559 0 0
1 285 28 1.00000 0.00600776 0.119555 0 0
1 285 29 1.00000 0.00628272 0.130376 0 0
1 285 30 1.00000 0.00657829 0.141023 0 0
1 285 31 1.00000 0.00685324 0.151844 0 0
1 285 32 1.00000 0.00719006 0.162490 0 0
1 285 33 1.00000 0.00752001 0.173660 0 0
1 286 1 1.00066 0.0475762 0.00000 0 0
1 286 2 0.957450 0.0475762 0.00000 0 0
1 287 1 1.00000 0.0403740 -0.747001 0 0
1 287 2 1.00000 0.0380448 -0.701273 0 0
1 287 3 1.00000 0.0357155 -0.655197 0 0
1 287 4 1.00000 0.0335803 -0.609120 0 0
1 287 5 1.00000 0.0316393 -0.563043 0 0
1 287 6 1.00000 0.0298923 -0.516617 0 0
1 287 7 1.00000 0.0283395 -0.470192 0 0
1 287 8 1.00000 0.0267866 -0.423417 0 0
1 287 9 1.00000 0.0254279 -0.376642 0 0
1 287 10 1.00000 0.0242633 -0.329867 0 0
1 287 11 1.00000 0.0232927 -0.283092 0 0
1 287 12 1.00000 0.0225163 -0.235969 0 0
1 287 13 1.00000 0.0217399 -0.188845 0 0
1 287 14 1.00000 0.0211576 -0.141721 0 0
1 287 15 1.00000 0.0207693 -0.0945968 0 0
1 287 16 1.00000 0.0205752 -0.0471239 0 0
1 287 17 1.00000 0.0205752 0.00000 0 0
1 287 18 1.00000 0.0205752 0.0471239 0 0
1 287 19 1.00000 0.0207693 0.0945968 0 0
1 287 20 1.00000 0.0211576 0.141721 0 0
1 287 21 1.00000 0.0217399 0.188845 0 0
1 287 22 1.00000 0.0225163 0.235969 0 0
1 287 23 1.00000 0.0232927 0.283092 0 0
1 287 24 1.00000 0.0242633 0.329867 0 0
1 287 25 1.00000 0.0254279 0.376642 0 0
1 287 26 1.00000 0.0267866 0.423417 0 0
1 287 27 1.00000 0.0283395 0.470192 0 0
1 287 28 1.00000 0.0298923 0.516617 0 0
1 287 29 1.00000 0.0316393 0.563043 0 0
1 287 30 1.00000 0.0335803 0.609120 0 0
1 287 31 1.00000 0.0357155 0.655197 0 0
1 287 32 1.00000 0.0380448 0.701273 0 0
1 287 33 1.00000 0.0403740 0.747001 0 0
1 288 1 1.00100 0.0273546 0.00000 0 0
1 288 2 0.958000 0.0273546 0.00000 0 0
1 288 3 0.914000 0.0273546 0.00000 0 0
1 289 1 1.10000 0.0415512 0.00000 0 0
1 289 2 1.00000 0.0415512 0.00000 0 0
1 290 1 1.00400 0.0487535 0.00000 0 0
1 290 2 0.956000 0.0487535 0.00000 0 0
1 291 1 1.00000 0.0275623 0.00000 0 0
1 291 2 0.956000 0.0275623 0.00000 0 0
1 291 3 0.913000 0.0275623 0.00000 0 0
1 292 1 1.00066 0.0273546 0.00000 0 0
1 292 2 0.957240 0.0273546 0.00000 0 0
1 292 3 0.917760 0.0273546 0.00000 0 0
1 293 1 1.00066 0.0272853 0.00000 0 0
1 293 2 0.957240 0.0272853 0.00000 0 0
1 293 3 0.917760 0.0272853 0.00000 0 0
1 294 1 0.999470 0.0269945 0.00000 0 0
1 294 2 0.957240 0.0269945 0.00000 0 0
1 294 3 0.915390 0.0269945 0.00000 0 0
1 295 1 0.999470 0.0273476 0.00000 0 0
1 295 2 0.957240 0.0273476 0.00000 0 0
1 295 3 0.915390 0.0273476 0.00000 0 0
1 296 1 1.00066 0.0480609 0.00000 0 0
1 296 2 0.957450 0.0480609 0.00000 0 0
1 297 1 1.00066 0.0489612 0.00000 0 0
1 297 2 0.957450 0.0489612 0.00000 0 0
1 298 1 0.999000 0.0268975 0.00000 0 0
1 298 2 0.957000 0.0268975 0.00000 0 0
1 298 3 0.915000 0.0268975 0.00000 0 0
1 299 1 1.00066 0.0273546 0.00000 0 0
1 299 2 0.957240 0.0273546 0.00000 0 0
1 299 3 0.917760 0.0273546 0.00000 0 0
1 300 1 1.00000 0.0268698 0.00000 0 0
1 300 2 0.956000 0.0268698 0.00000 0 0
1 300 3 0.913000 0.0268698 0.00000 0 0
1 301 1 1.00000 0.0268698 0.00000 0 0
1 301 2 0.956000 0.0268698 0.00000 0 0
1 301 3 0.913000 0.0268698 0.00000 0 0
1 302 1 1.00000 0.0272853 0.00000 0 0
1 302 2 0.956000 0.0272853 0.00000 0 0
1 302 3 0.913000 0.0272853 0.00000 0 0
1 303 1 1.00000 0.0274238 0.00000 0 0
1 303 2 0.959000 0.0274238 0.00000 0 0
1 303 3 0.911000 0.0274238 0.00000 0 0
1 304 1 1.00000 0.0273546 0.00000 0 0
1 304 2 0.959000 0.0273546 0.00000 0 0
1 304 3 0.911000 0.0273546 0.00000 0 0
1 305 1 0.995000 0.0243075 0.00000 0 0
1 305 2 0.952000 0.0243075 0.00000 0 0
1 305 3 0.910000 0.0243075 0.00000 0 0
1 306 1 0.995000 0.0243075 0.00000 0 0
1 306 2 0.952000 0.0243075 0.00000 0 0
1 306 3 0.910000 0.0243075 0.00000 0 0
1 307 1 1.00400 0.0487535 0.00000 0 0
1 307 2 0.956000 0.0487535 0.00000 0 0
1 308 1 1.00400 0.0424515 0.00000 0 0
1 308 2 0.956000 0.0424515 0.00000 0 0
1 309 1 1.00000 0.0299457 -0.479966 0 0
1 309 2 1.00000 0.0292543 -0.452040 0 0
1 309 3 1.00000 0.0287605 -0.422370 0 0
1 309 4 1.00000 0.0281481 -0.392699 0 0
1 309 5 1.00000 0.0277136 -0.363028 0 0
1 309 6 1.00000 0.0272000 -0.333358 0 0
1 309 7 1.00000 0.0268247 -0.303687 0 0
1 309 8 1.00000 0.0263506 -0.274017 0 0
1 309 9 1.00000 0.0260346 -0.244346 0 0
1 309 10 1.00000 0.0256790 -0.212930 0 0
1 309 11 1.00000 0.0254025 -0.183260 0 0
1 309 12 1.00000 0.0251062 -0.151844 0 0
1 309 13 1.00000 0.0248889 -0.122173 0 0
1 309 14 1.00000 0.0247111 -0.0925025 0 0
1 309 15 1.00000 0.0245728 -0.0610865 0 0
1 309 16 1.00000 0.0244938 -0.0314159 0 0
1 309 17 1.00000 0.0244543 0.00000 0 0
1 309 18 1.00000 0.0245136 0.0314159 0 0
1 309 19 1.00000 0.0245728 0.0610865 0 0
1 309 20 1.00000 0.0247309 0.0925025 0 0
1 309 21 1.00000 0.0248889 0.122173 0 0
1 309 22 1.00000 0.0251457 0.151844 0 0
1 309 23 1.00000 0.0253827 0.183260 0 0
1 309 24 1.00000 0.0257383 0.212930 0 0
1 309 25 1.00000 0.0260148 0.244346 0 0
1 309 26 1.00000 0.0264494 0.274017 0 0
1 309 27 1.00000 0.0268049 0.303687 0 0
1 309 28 1.00000 0.0272988 0.333358 0 0
1 309 29 1.00000 0.0277136 0.363028 0 0
1 309 30 1.00000 0.0283062 0.392699 0 0
1 309 31 1.00000 0.0287605 0.422370 0 0
