#bus_name bus_num cc
3865 3865 0
1754 1754 0
4491 4491 0
6010 6010 0
858 858 0
3028 3028 0
4819 4819 0
2035 2035 0
3869 3869 0
3741 3741 0
742 742 0
2910 2910 0
5688 5688 0
5182 5182 0
3814 3814 0
2313 2313 0
2518 2518 0
601 601 0
3241 3241 0
7338 7338 0
1538 1538 0
6115 6115 0
4729 4729 0
3344 3344 0
6616 6616 0
6691 6691 0
1326 1326 0
616 616 0
3496 3496 0
4925 4925 0
8057 8057 0
5354 5354 0
5083 5083 0
7576 7576 0
3488 3488 0
1578 1578 0
3929 3929 0
3818 3818 0
1643 1643 0
8151 8151 0
5067 5067 0
449 449 0
7641 7641 0
3037 3037 0
2340 2340 0
8711 8711 0
8104 8104 0
2644 2644 0
4128 4128 0
604 604 0
4000 4000 0
9021 9021 0
2042 2042 0
9067 9067 0
6969 6969 0
5573 5573 0
1494 1494 0
1607 1607 0
2093 2093 0
3565 3565 0
2841 2841 0
3611 3611 0
7972 7972 0
2078 2078 0
4765 4765 0
7069 7069 0
4032 4032 0
7327 7327 0
7474 7474 0
8947 8947 0
4624 4624 0
1721 1721 0
7694 7694 0
9181 9181 0
8373 8373 0
8748 8748 0
5630 5630 0
6639 6639 0
7274 7274 0
8992 8992 0
7266 7266 0
1015 1015 0
8310 8310 0
1980 1980 0
749 749 0
2183 2183 0
6891 6891 0
6199 6199 0
1483 1483 0
3649 3649 0
1311 1311 0
8316 8316 0
7892 7892 0
561 561 0
8843 8843 0
3866 3866 0
5395 5395 0
7042 7042 0
4885 4885 0
4157 4157 0
4432 4432 0
3450 3450 0
3956 3956 0
5286 5286 0
5571 5571 0
6351 6351 0
2749 2749 0
5781 5781 0
583 583 0
1746 1746 0
1105 1105 0
196 196 0
7132 7132 0
6889 6889 0
8887 8887 0
8487 8487 0
1179 1179 0
2575 2575 0
1039 1039 0
7253 7253 0
4395 4395 0
8913 8913 0
4852 4852 0
2795 2795 0
1305 1305 0
6291 6291 0
1798 1798 0
4725 4725 0
1083 1083 0
1398 1398 0
4580 4580 0
3740 3740 0
5994 5994 0
5400 5400 0
5881 5881 0
4031 4031 0
8334 8334 0
3775 3775 0
3975 3975 0
1153 1153 0
7599 7599 0
4025 4025 0
3994 3994 0
1414 1414 0
3114 3114 0
1478 1478 0
2799 2799 0
6405 6405 0
3894 3894 0
4734 4734 0
7052 7052 0
426 426 0
2863 2863 0
1364 1364 0
5735 5735 0
2629 2629 0
1137 1137 0
3231 3231 0
8307 8307 0
8807 8807 0
6947 6947 0
4357 4357 0
7144 7144 0
2085 2085 0
4024 4024 0
9065 9065 0
661 661 0
6612 6612 0
8864 8864 0
8494 8494 0
4511 4511 0
2902 2902 0
6908 6908 0
3377 3377 0
3243 3243 0
2458 2458 0
8560 8560 0
6427 6427 0
5610 5610 0
6989 6989 0
8473 8473 0
3969 3969 0
1090 1090 0
3364 3364 0
935 935 0
5383 5383 0
920 920 0
6664 6664 0
8542 8542 0
1662 1662 0
9119 9119 0
1151 1151 0
3589 3589 0
145 145 0
4267 4267 0
8854 8854 0
9018 9018 0
4 4 0
8405 8405 0
338 338 0
2468 2468 0
5257 5257 0
2189 2189 0
8458 8458 0
5712 5712 0
6521 6521 0
8636 8636 0
8829 8829 0
5099 5099 0
905 905 0
6772 6772 0
7885 7885 0
6730 6730 0
4301 4301 0
350 350 0
6763 6763 0
554 554 0
5460 5460 0
8222 8222 0
8578 8578 0
490 490 0
2653 2653 0
148 148 0
7256 7256 0
314 314 0
6954 6954 0
3325 3325 0
5627 5627 0
6163 6163 0
3749 3749 0
4738 4738 0
4300 4300 0
5789 5789 0
5256 5256 0
3200 3200 0
8568 8568 0
5215 5215 0
58 58 0
221 221 0
851 851 0
150 150 0
2934 2934 0
1465 1465 0
7537 7537 0
3485 3485 0
2424 2424 0
3834 3834 0
556 556 0
7923 7923 0
2888 2888 0
4874 4874 0
4504 4504 0
3579 3579 0
6368 6368 0
5653 5653 0
8478 8478 0
1813 1813 0
6846 6846 0
8788 8788 0
1767 1767 0
8485 8485 0
4661 4661 0
520 520 0
1380 1380 0
6203 6203 0
9059 9059 0
5049 5049 0
8397 8397 0
7202 7202 0
8592 8592 0
823 823 0
1680 1680 0
953 953 0
1817 1817 0
1504 1504 0
7865 7865 0
3044 3044 0
1194 1194 0
2695 2695 0
8877 8877 0
8879 8879 0
1914 1914 0
6638 6638 0
1233 1233 0
408 408 0
7231 7231 0
2550 2550 0
7353 7353 0
2689 2689 0
1201 1201 0
7626 7626 0
7076 7076 0
4823 4823 0
4060 4060 0
4566 4566 0
8191 8191 0
5469 5469 0
3928 3928 0
2815 2815 0
3498 3498 0
7943 7943 0
2308 2308 0
3535 3535 0
2019 2019 0
5174 5174 0
2057 2057 0
776 776 0
8989 8989 0
7797 7797 0
2012 2012 0
1750 1750 0
1730 1730 0
594 594 0
5393 5393 0
6194 6194 0
2503 2503 0
2872 2872 0
8043 8043 0
5417 5417 0
1556 1556 0
128 128 0
198 198 0
7316 7316 0
6486 6486 0
682 682 0
8477 8477 0
6332 6332 0
1883 1883 0
10 10 0
4454 4454 0
4039 4039 0
1709 1709 0
1234 1234 0
8677 8677 0
6101 6101 0
4313 4313 0
9014 9014 0
8406 8406 0
2021 2021 0
8293 8293 0
7998 7998 0
5004 5004 0
1708 1708 0
9150 9150 0
218 218 0
1216 1216 0
8980 8980 0
5212 5212 0
1896 1896 0
7396 7396 0
4674 4674 0
3246 3246 0
124 124 0
8846 8846 0
4783 4783 0
2393 2393 0
3306 3306 0
1895 1895 0
4480 4480 0
678 678 0
1002 1002 0
6429 6429 0
5341 5341 0
1111 1111 0
3221 3221 0
6478 6478 0
8656 8656 0
6000 6000 0
4192 4192 0
8230 8230 0
8814 8814 0
2030 2030 0
8832 8832 0
2180 2180 0
3771 3771 0
6395 6395 0
1564 1564 0
5255 5255 0
3397 3397 0
5247 5247 0
1207 1207 0
7958 7958 0
8389 8389 0
5526 5526 0
91 91 0
722 722 0
9083 9083 0
3363 3363 0
1870 1870 0
6539 6539 0
5792 5792 0
8356 8356 0
8828 8828 0
5740 5740 0
3443 3443 0
7701 7701 0
2619 2619 0
8167 8167 0
244 244 0
1810 1810 0
4740 4740 0
5279 5279 0
7525 7525 0
7374 7374 0
164 164 0
8490 8490 0
7596 7596 0
2708 2708 0
3119 3119 0
7059 7059 0
2305 2305 0
7394 7394 0
7575 7575 0
4415 4415 0
4686 4686 0
5783 5783 0
6823 6823 0
6202 6202 0
2330 2330 0
712 712 0
4272 4272 0
878 878 0
3206 3206 0
7090 7090 0
7844 7844 0
3497 3497 0
3182 3182 0
5426 5426 0
9120 9120 0
133 133 0
6323 6323 0
3047 3047 0
275 275 0
4188 4188 0
1880 1880 0
3898 3898 0
486 486 0
539 539 0
9094 9094 0
8463 8463 0
8994 8994 0
6354 6354 0
1936 1936 0
3280 3280 0
6423 6423 0
2055 2055 0
6275 6275 0
7138 7138 0
5618 5618 0
6288 6288 0
3456 3456 0
2745 2745 0
3301 3301 0
790 790 0
6600 6600 0
472 472 0
8889 8889 0
775 775 0
6356 6356 0
8164 8164 0
5320 5320 0
1255 1255 0
143 143 0
3974 3974 0
8016 8016 0
4362 4362 0
950 950 0
6045 6045 0
6057 6057 0
1352 1352 0
6559 6559 0
656 656 0
1392 1392 0
6835 6835 0
3538 3538 0
351 351 0
2824 2824 0
1052 1052 0
140 140 0
3878 3878 0
5001 5001 0
8862 8862 0
6342 6342 0
1777 1777 0
643 643 0
1836 1836 0
1670 1670 0
7628 7628 0
311 311 0
6998 6998 0
2482 2482 0
5008 5008 0
8249 8249 0
6068 6068 0
6139 6139 0
5450 5450 0
344 344 0
8881 8881 0
7751 7751 0
5342 5342 0
6399 6399 0
2350 2350 0
1123 1123 0
1633 1633 0
2812 2812 0
9029 9029 0
6149 6149 0
4616 4616 0
5893 5893 0
5296 5296 0
2478 2478 0
1260 1260 0
7476 7476 0
3023 3023 0
806 806 0
2240 2240 0
8991 8991 0
5748 5748 0
1046 1046 0
6824 6824 0
2974 2974 0
8875 8875 0
593 593 0
8772 8772 0
5031 5031 0
3299 3299 0
1464 1464 0
1221 1221 0
1350 1350 0
199 199 0
7195 7195 0
52 52 0
4964 4964 0
8432 8432 0
3190 3190 0
3352 3352 0
3484 3484 0
6766 6766 0
838 838 0
6295 6295 0
6263 6263 0
395 395 0
5843 5843 0
3210 3210 0
4021 4021 0
7425 7425 0
2381 2381 0
5772 5772 0
281 281 0
8086 8086 0
4077 4077 0
5888 5888 0
1477 1477 0
3960 3960 0
8037 8037 0
1989 1989 0
1597 1597 0
6923 6923 0
676 676 0
8706 8706 0
205 205 0
7584 7584 0
7736 7736 0
5591 5591 0
5364 5364 0
4774 4774 0
2796 2796 0
8642 8642 0
2703 2703 0
650 650 0
4104 4104 0
4130 4130 0
1635 1635 0
6167 6167 0
5872 5872 0
496 496 0
6582 6582 0
3462 3462 0
4082 4082 0
5246 5246 0
6047 6047 0
3664 3664 0
2077 2077 0
9063 9063 0
3224 3224 0
8044 8044 0
76 76 0
5742 5742 0
38 38 0
9118 9118 0
919 919 0
1788 1788 0
662 662 0
8604 8604 0
4295 4295 0
5203 5203 0
8792 8792 0
1020 1020 0
1094 1094 0
4825 4825 0
6345 6345 0
8114 8114 0
8773 8773 0
7884 7884 0
71 71 0
1106 1106 0
7305 7305 0
6987 6987 0
3620 3620 0
1722 1722 0
585 585 0
3148 3148 0
7275 7275 0
8393 8393 0
139 139 0
6439 6439 0
8738 8738 0
6915 6915 0
9205 9205 0
6393 6393 0
4057 4057 0
6028 6028 0
4872 4872 0
7136 7136 0
2769 2769 0
6118 6118 0
7117 7117 0
8525 8525 0
5346 5346 0
4993 4993 0
3335 3335 0
6832 6832 0
4797 4797 0
6489 6489 0
8284 8284 0
577 577 0
1362 1362 0
268 268 0
1057 1057 0
2728 2728 0
5979 5979 0
8662 8662 0
8298 8298 0
6884 6884 0
4059 4059 0
3723 3723 0
1890 1890 0
8141 8141 0
7295 7295 0
7297 7297 0
2002 2002 0
2448 2448 0
6282 6282 0
4340 4340 0
326 326 0
4858 4858 0
2523 2523 0
1956 1956 0
5299 5299 0
6662 6662 0
5165 5165 0
2722 2722 0
8977 8977 0
3868 3868 0
392 392 0
3530 3530 0
5829 5829 0
7675 7675 0
1702 1702 0
2900 2900 0
5916 5916 0
4302 4302 0
733 733 0
8917 8917 0
5423 5423 0
548 548 0
8508 8508 0
1591 1591 0
5558 5558 0
8264 8264 0
1124 1124 0
8510 8510 0
3257 3257 0
5311 5311 0
8211 8211 0
369 369 0
3891 3891 0
5952 5952 0
784 784 0
5108 5108 0
2720 2720 0
243 243 0
4409 4409 0
2572 2572 0
4318 4318 0
7404 7404 0
1338 1338 0
8288 8288 0
8882 8882 0
7565 7565 0
360 360 0
7230 7230 0
8194 8194 0
6514 6514 0
387 387 0
6838 6838 0
8480 8480 0
6025 6025 0
5835 5835 0
3374 3374 0
7450 7450 0
6383 6383 0
231 231 0
2228 2228 0
1010 1010 0
8878 8878 0
2698 2698 0
8277 8277 0
5549 5549 0
8492 8492 0
2748 2748 0
3215 3215 0
8668 8668 0
3177 3177 0
69 69 0
5949 5949 0
8613 8613 0
9007 9007 0
5188 5188 0
6442 6442 0
1778 1778 0
3983 3983 0
7442 7442 0
5271 5271 0
211 211 0
2832 2832 0
4132 4132 0
2804 2804 0
4216 4216 0
9146 9146 0
6058 6058 0
7011 7011 0
5595 5595 0
2616 2616 0
1889 1889 0
312 312 0
2555 2555 0
2648 2648 0
523 523 0
5760 5760 0
7852 7852 0
9206 9206 0
4757 4757 0
4380 4380 0
4687 4687 0
1330 1330 0
8442 8442 0
898 898 0
6526 6526 0
297 297 0
4692 4692 0
1205 1205 0
6131 6131 0
8565 8565 0
7073 7073 0
349 349 0
7156 7156 0
6017 6017 0
2271 2271 0
7666 7666 0
7018 7018 0
8784 8784 0
3846 3846 0
4614 4614 0
3216 3216 0
2760 2760 0
1913 1913 0
2120 2120 0
8155 8155 0
4413 4413 0
6218 6218 0
2335 2335 0
9072 9072 0
7586 7586 0
1011 1011 0
8621 8621 0
8204 8204 0
1516 1516 0
6480 6480 0
5655 5655 0
4320 4320 0
4248 4248 0
999 999 0
2428 2428 0
1277 1277 0
2117 2117 0
8895 8895 0
1787 1787 0
2331 2331 0
8380 8380 0
7915 7915 0
3968 3968 0
7480 7480 0
2150 2150 0
6687 6687 0
8956 8956 0
4209 4209 0
5065 5065 0
8318 8318 0
7270 7270 0
6424 6424 0
8223 8223 0
4776 4776 0
1331 1331 0
8483 8483 0
4733 4733 0
7856 7856 0
5897 5897 0
420 420 0
8898 8898 0
4087 4087 0
6283 6283 0
2927 2927 0
4485 4485 0
558 558 0
8392 8392 0
370 370 0
2552 2552 0
7729 7729 0
4431 4431 0
8017 8017 0
6519 6519 0
2965 2965 0
377 377 0
1227 1227 0
4006 4006 0
6747 6747 0
7951 7951 0
3712 3712 0
3388 3388 0
194 194 0
4846 4846 0
3691 3691 0
6707 6707 0
4863 4863 0
3509 3509 0
3776 3776 0
5974 5974 0
4565 4565 0
8058 8058 0
7260 7260 0
7996 7996 0
7407 7407 0
2494 2494 0
928 928 0
4509 4509 0
7662 7662 0
5442 5442 0
3819 3819 0
6015 6015 0
994 994 0
3169 3169 0
9223 9223 0
3314 3314 0
7779 7779 0
4477 4477 0
6320 6320 0
1463 1463 0
6477 6477 0
5295 5295 0
5887 5887 0
9127 9127 0
1984 1984 0
559 559 0
3341 3341 0
4259 4259 0
5805 5805 0
4721 4721 0
5452 5452 0
2734 2734 0
5274 5274 0
7879 7879 0
7569 7569 0
8098 8098 0
7358 7358 0
1407 1407 0
2233 2233 0
3429 3429 0
610 610 0
948 948 0
2954 2954 0
2140 2140 0
6512 6512 0
8789 8789 0
4116 4116 0
4868 4868 0
6329 6329 0
2817 2817 0
702 702 0
8927 8927 0
5517 5517 0
1862 1862 0
8629 8629 0
552 552 0
3791 3791 0
4344 4344 0
6188 6188 0
3413 3413 0
5006 5006 0
1250 1250 0
5331 5331 0
5927 5927 0
4771 4771 0
2660 2660 0
2407 2407 0
8278 8278 0
3711 3711 0
7411 7411 0
4277 4277 0
987 987 0
2206 2206 0
8197 8197 0
39 39 0
7792 7792 0
1685 1685 0
2894 2894 0
6504 6504 0
1543 1543 0
7041 7041 0
3585 3585 0
780 780 0
3957 3957 0
2692 2692 0
6254 6254 0
8957 8957 0
8861 8861 0
1734 1734 0
3266 3266 0
322 322 0
1974 1974 0
177 177 0
5662 5662 0
5333 5333 0
7901 7901 0
2006 2006 0
7761 7761 0
5559 5559 0
3211 3211 0
8963 8963 0
1770 1770 0
1109 1109 0
8493 8493 0
6280 6280 0
3987 3987 0
5825 5825 0
7252 7252 0
2410 2410 0
315 315 0
1489 1489 0
8926 8926 0
5797 5797 0
6381 6381 0
1239 1239 0
5643 5643 0
5672 5672 0
6415 6415 0
8998 8998 0
6795 6795 0
3054 3054 0
2562 2562 0
7615 7615 0
4744 4744 0
5669 5669 0
3416 3416 0
7503 7503 0
8459 8459 0
5361 5361 0
9136 9136 0
4650 4650 0
7037 7037 0
2497 2497 0
3478 3478 0
7236 7236 0
3954 3954 0
6960 6960 0
2460 2460 0
6311 6311 0
380 380 0
5339 5339 0
1848 1848 0
3932 3932 0
5094 5094 0
3623 3623 0
785 785 0
1036 1036 0
8021 8021 0
698 698 0
628 628 0
4712 4712 0
4170 4170 0
4333 4333 0
7661 7661 0
130 130 0
3080 3080 0
536 536 0
7827 7827 0
7969 7969 0
6760 6760 0
1025 1025 0
6298 6298 0
3007 3007 0
3265 3265 0
1339 1339 0
1774 1774 0
2899 2899 0
1703 1703 0
441 441 0
8088 8088 0
544 544 0
7079 7079 0
8601 8601 0
1155 1155 0
3256 3256 0
5815 5815 0
1899 1899 0
9032 9032 0
6004 6004 0
7810 7810 0
8630 8630 0
8183 8183 0
6390 6390 0
8224 8224 0
6187 6187 0
4807 4807 0
4926 4926 0
2031 2031 0
7980 7980 0
7509 7509 0
3990 3990 0
4543 4543 0
6340 6340 0
261 261 0
2058 2058 0
5263 5263 0
138 138 0
1570 1570 0
1999 1999 0
7935 7935 0
1174 1174 0
389 389 0
8771 8771 0
6459 6459 0
4013 4013 0
4577 4577 0
8007 8007 0
2853 2853 0
304 304 0
6135 6135 0
6540 6540 0
7104 7104 0
7709 7709 0
5790 5790 0
5266 5266 0
7927 7927 0
4098 4098 0
7329 7329 0
8103 8103 0
7110 7110 0
7284 7284 0
3412 3412 0
5586 5586 0
3112 3112 0
8886 8886 0
1541 1541 0
4779 4779 0
7235 7235 0
6052 6052 0
3000 3000 0
